@relation SelectedFeatures_excel

@attribute C {C1,C2,C3,C4,C5,C6,C7,C8}
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric

@data
C4,0.251212,0.248472,0.316747,0.299582,0.403631,0.374931,0.397986,0.358277,0.339084,0.251212,0.350436,0.419715,0.318274,0.281559,0.225347,0.362872,0.622433,0.129288,0.168181,0.308909,0.435892,0.294661,0.03421,0.000033,0.001722,0.000101,0.289265,0.010214,0.289265,0.010214,0.23918,0.36674,0.330892,0.416228,0.395997,0.497785,0.362558,0.207311,0.364267,0.269258,0.373812,0.364807,0.350864,0.354218,0.504902,0.549346,0.388183,0.264418,0.619429,0.413021,0.422012,0.552014,0.357243,0.425848,0.662363,0.61033,0.370443,0.393951
C4,0.418687,0.492933,0.389318,0.372895,0.516868,0.455543,0.633189,0.517813,0.414473,0.418687,0.417569,0.42162,0.407165,0.411874,0.392341,0.440996,0.517703,0.194908,0.225715,0.460009,0.415093,0.597019,0.041235,0.000009,0.00002,0.000021,0.578463,0.002933,0.578463,0.002933,0.2123,0.073441,0.262546,0.76719,0.793493,1,0.887408,0.184846,0.072084,0.640735,0.515022,0.881324,0.041073,0.545483,0.704193,0.499416,0.26975,0.591029,0.338578,0.288124,0.231308,0.914431,0.332894,0.236821,0.373703,0.660016,0.334073,0.335456
C4,0.314407,0.364621,0.440363,0.484973,0.604363,0.576866,0.399866,0.462931,0.60259,0.314407,0.510517,0.350799,0.356508,0.554451,0.363319,0.532325,0.37138,0.161892,0.193429,0.425496,0.210623,0.057372,0.035758,0.000001,0.00004,0.000001,0.266137,0.000303,0.266137,0.000303,0.486941,0.676754,0.550123,0.636599,0.621783,0.82309,0.643955,0.271015,0.634705,0.468439,0.592387,0.658831,0.349028,0.452089,0.733703,0.621877,0.720638,0.382179,0.658797,0.46255,0.582495,0.678152,0.2143,0.406371,0.412289,0.790534,0.21407,0.324368
C4,0.337074,0.307349,0.433295,0.229925,0.369058,0.301213,0.446006,0.552285,0.24224,0.337074,0.407337,0.324778,0.295184,0.296991,0.447027,0.301271,0.528799,0.218449,0.227691,0.264027,0.516252,0.625669,0.073126,0.000049,0.012947,0.000753,0.319393,0.004284,0.319393,0.004284,0.307726,0.364569,0.403586,0.411238,0.387623,0.46998,0.314907,0.238143,0.397387,0.264887,0.320585,0.335554,0.477387,0.397315,0.442999,0.515641,0.364166,0.252929,0.564067,0.3448,0.356271,0.402392,0.266717,0.530703,0.544956,0.662847,0.524342,0.471246
C4,0.451232,0.315801,0.443355,0.405412,0.50357,0.505342,0.576029,0.548721,0.532052,0.451232,0.41772,0.342812,0.293103,0.59772,0.439577,0.495238,0.382387,0.223812,0.231356,0.443833,0.184181,0.649348,0.046162,0.000007,0.000327,0.00001,0.373612,0.001444,0.373612,0.001444,0.471977,0.576488,0.545394,0.512491,0.49263,0.659057,0.499525,0.29648,0.538592,0.430289,0.398156,0.530476,0.316108,0.447467,0.537837,0.456284,0.631391,0.348982,0.563958,0.306939,0.532553,0.560652,0.240925,0.439509,0.349727,0.68073,0.272204,0.484417
C4,0.33538,0.400445,0.32379,0.315598,0.55695,0.421435,0.481287,0.468531,0.363927,0.33538,0.501621,0.354234,0.437316,0.314764,0.29154,0.334923,0.461579,0.186136,0.220794,0.347436,0.410296,0.568848,0.039451,0.00007,0.000163,0.00003,0.410742,0.020267,0.410742,0.020267,0.29738,0.404263,0.339624,0.401748,0.399338,0.453273,0.380102,0.198148,0.395919,0.307713,0.364241,0.434688,0.235673,0.384215,0.539805,0.685216,0.462511,0.320832,0.570038,0.5118,0.397469,0.673135,0.250091,0.322935,0.475458,0.758827,0.326191,0.310672
C4,0.437672,0.301494,0.306222,0.440463,0.437925,0.55618,0.662315,0.341077,0.460928,0.437672,0.314036,0.365561,0.311262,0.532736,0.278726,0.452685,0.310412,0.161241,0.194267,0.402264,0.402685,0.573582,0.032279,0.000029,0.001013,0.000069,0.39796,0.011268,0.39796,0.011268,0.330656,0.474064,0.371674,0.219655,0.240149,0.467399,0.385504,0.169762,0.322578,0.319736,0.149619,0.378755,0.150403,0.365939,0.635077,0.474921,0.500812,0.339679,0.44856,0.28962,0.392428,0.684476,0.212955,0.4954,0.425191,0.764525,0.123587,0.377331
C4,0.441818,0.578683,0.469574,0.326158,0.487904,0.440901,0.819364,0.623812,0.335877,0.441818,0.340149,0.510784,0.454275,0.359243,0.536344,0.410435,0.485463,0.205376,0.231441,0.612332,0.502241,0.616197,0.039385,0.000066,0.000257,0.000029,0.715909,0.027147,0.715909,0.027147,0.121102,0.04921,0.168964,0.439895,0.489838,0.610624,0.547704,0.118025,0.041932,0.407479,0.208984,0.532473,0.027171,0.427593,0.596569,0.343344,0.245196,0.469376,0.30719,0.122004,0.164387,0.899529,0.53849,0.225116,0.264865,0.486508,0.413832,0.217373
C4,0.356912,0.317485,0.279734,0.664185,0.652412,0.730101,0.636844,0.4726,0.679063,0.356912,0.399828,0.310093,0.346037,0.689376,0.20461,0.514014,0.376815,0.164342,0.202679,0.464152,0.172924,0.545178,0.039531,0.000016,0.000035,0.000003,0.199565,0.003522,0.199565,0.003522,0.536852,0.750912,0.628078,0.46743,0.472327,0.862372,0.650281,0.359253,0.631722,0.500261,0.347278,0.662031,0.504676,0.46728,0.777028,0.526517,0.679744,0.395799,0.605388,0.385641,0.606434,0.579884,0.297292,0.533546,0.3468,0.716842,0.47633,0.291718
C4,0.30684,0.170729,0.214059,0.304227,0.34611,0.154872,0.483341,0.250532,0.185875,0.30684,0.264586,0.2371,0.188131,0.319961,0.282156,0.240355,0.494735,0.087962,0.140751,0.202439,0.603327,0.535711,0.083118,0.000072,0.049312,0.001984,0.176519,0.004109,0.176519,0.004109,0.241936,0.341826,0.366072,0.392017,0.282678,0.393022,0.240732,0.194781,0.251969,0.202876,0.115819,0.239,0.225811,0.346816,0.436547,0.449379,0.442961,0.211199,0.360537,0.194941,0.532259,0.300323,0.533988,0.663423,0.654699,0.422152,0.330172,0.445417
C4,0.448073,0.472569,0.422325,0.378607,0.485024,0.569503,0.675952,0.525899,0.4019,0.448073,0.488045,0.446529,0.415397,0.511099,0.406462,0.512566,0.468486,0.189939,0.227262,0.514642,0.304506,0.587542,0.040274,0.000013,0.000043,0.000061,0.566292,0.004354,0.566292,0.004354,0.28892,0.39583,0.319887,0.320254,0.331937,0.475182,0.400144,0.114736,0.397993,0.315603,0.320913,0.398251,0.199633,0.337555,0.510305,0.373203,0.397632,0.314664,0.505577,0.332529,0.376231,0.773887,0.165347,0.322674,0.477353,0.792125,0.134945,0.416613
C4,0.359589,0.349614,0.370452,0.465325,0.658095,0.624369,0.485049,0.417004,0.57479,0.359589,0.395489,0.362866,0.335246,0.569829,0.336523,0.423769,0.281264,0.131841,0.171925,0.4626,0.273849,0.035476,0.028566,0.000007,0.000039,0.000009,0.444884,0.003397,0.444884,0.003397,0.300995,0.428911,0.340853,0.3952,0.410776,0.587409,0.520305,0.149797,0.32067,0.351175,0.301083,0.507546,0.155823,0.327972,0.667167,0.629129,0.527299,0.327362,0.361199,0.309623,0.410158,0.818587,0.197227,0.296419,0.566458,0.763781,0.073597,0.409133
C4,0.28715,0.486465,0.458378,0.216157,0.404407,0.386735,0.485636,0.50114,0.24631,0.28715,0.379258,0.536243,0.394533,0.260921,0.503386,0.392456,0.279172,0.136175,0.172982,0.473583,0.580395,0.403261,0.024775,0.000058,0.000747,0.000074,0.585409,0.042725,0.585409,0.042725,0.12118,0.221422,0.155251,0.277714,0.267928,0.295536,0.274691,0.094212,0.15464,0.200759,0.179469,0.289825,0.100179,0.260495,0.415433,0.410347,0.092084,0.25187,0.175195,0.258728,0.151942,0.86654,0.230829,0.163589,0.886439,0.707548,0.01139,0.451789
C5,0.132962,0.407612,0.147033,0.164781,0.212444,0.168001,0.27546,0.343642,0.173112,0.132962,0.317433,0.224014,0.400125,0.107905,0.26906,0.101365,0.242564,0.129116,0.182,0.208225,0.853616,0.507314,0.019811,0.000064,0.000012,0.000018,0.555941,0.063032,0.555941,0.063032,0.066818,0.187878,0.134558,0.113938,0.130724,0.213679,0.159477,0.158241,0.080325,0.106759,0.375904,0.172303,0.128328,0.195923,0.364045,0.347481,0.033512,0.124341,0.092802,0.250989,0.201792,0.242013,0.635302,0.078818,0.98084,0.320424,0.10043,0.480011
C5,0.192214,0.394405,0.24175,0.292315,0.318309,0.22015,0.363494,0.305555,0.224924,0.192214,0.526823,0.24562,0.457476,0.198129,0.223074,0.20064,0.388331,0.123479,0.206149,0.251605,0.497341,0.455271,0.031412,0.000143,0.00004,0.000011,0.392433,0.058208,0.392433,0.058208,0.195821,0.394368,0.256925,0.472488,0.467034,0.491615,0.396382,0.362734,0.352588,0.271522,0.635401,0.459389,0.20591,0.302111,0.551111,0.461452,0.30471,0.261195,0.420299,0.708074,0.385336,0.621683,0.272998,0.265539,0.733783,0.620201,0.230978,0.543909
C5,0.14306,0.329713,0.266725,0.14299,0.155674,0.157266,0.164988,0.412333,0.199955,0.14306,0.202151,0.40073,0.259222,0.164952,0.34949,0.177286,0.161334,0.141007,0.20394,0.240424,0.779488,0.135174,0.034282,0.000056,0.000289,0.000044,0.546538,0.024021,0.546538,0.024021,0.076359,0.148828,0.156324,0.119939,0.126599,0.251362,0.184863,0.22684,0.055252,0.121135,0.339361,0.18137,0.124749,0.21031,0.371004,0.332323,0.026805,0.137028,0.045141,0.225525,0.184036,0.320146,0.620579,0.06093,0.988037,0.366193,0.042064,0.356475
C5,0.269152,0.351518,0.283017,0.362534,0.271736,0.271256,0.622497,0.489129,0.348118,0.269152,0.319802,0.345981,0.389303,0.263187,0.305637,0.238015,0.237933,0.157455,0.243604,0.311831,0.469774,0.044137,0.049351,0.000075,0.000119,0.000182,0.444778,0.015559,0.444778,0.015559,0.196776,0.351658,0.25987,0.296285,0.310299,0.415673,0.37034,0.194941,0.193988,0.271031,0.564638,0.380847,0.157659,0.360928,0.577465,0.513172,0.187008,0.322391,0.227498,0.670806,0.203991,0.658942,0.30982,0.161945,0.795845,0.621988,0.151961,0.470807
C5,0.195222,0.291264,0.387163,0.204342,0.226467,0.225338,0.219816,0.438405,0.312768,0.195222,0.272845,0.432187,0.267033,0.252535,0.40008,0.25393,0.247545,0.137392,0.207435,0.334655,0.445231,0.18183,0.032762,0.000118,0.000353,0.000045,0.458914,0.048964,0.458914,0.048964,0.163459,0.207685,0.225417,0.335269,0.356583,0.459504,0.392888,0.270827,0.126999,0.267593,0.333409,0.410636,0.108752,0.320062,0.499025,0.406523,0.119264,0.281431,0.13681,0.405555,0.231522,0.675597,0.327937,0.090031,0.906772,0.679316,0.038492,0.30263
C5,0.240647,0.32578,0.177286,0.235977,0.327781,0.235322,0.447491,0.370441,0.227347,0.240647,0.415488,0.200008,0.38054,0.250793,0.247961,0.183393,0.391175,0.155399,0.239563,0.260947,0.469433,0.525973,0.03178,0.000222,0.000287,0.000303,0.444526,0.094966,0.444526,0.094966,0.176555,0.301521,0.24503,0.358351,0.368157,0.439228,0.375005,0.212231,0.220695,0.267529,0.248616,0.402179,0.225821,0.346953,0.606835,0.566868,0.274504,0.294917,0.283434,0.485538,0.321141,0.587968,0.403882,0.103981,0.795803,0.557783,0.228863,0.410518
C5,0.151972,0.341654,0.342322,0.08599,0.120474,0.196711,0.219171,0.281167,0.176849,0.151972,0.193319,0.424286,0.285134,0.153961,0.356124,0.182191,0.39343,0.134582,0.193635,0.271568,0.740743,0.516779,0.025613,0.000104,0.000045,0.000063,0.540471,0.069799,0.540471,0.069799,0.076422,0.212556,0.136238,0.23479,0.225777,0.280374,0.217147,0.169808,0.146633,0.132824,0.348426,0.206922,0.123351,0.203266,0.340622,0.329464,0.108926,0.144316,0.187098,0.427951,0.286426,0.386638,0.566395,0.057294,0.915879,0.430726,0.04252,0.31331
C5,0.193171,0.263342,0.433744,0.203447,0.251465,0.252344,0.230104,0.414971,0.269461,0.193171,0.171224,0.523263,0.20404,0.261505,0.436617,0.24192,0.413425,0.139636,0.228077,0.358394,0.449033,0.488386,0.024464,0.000193,0.00001,0.000031,0.447481,0.123727,0.447481,0.123727,0.190758,0.271617,0.256062,0.387247,0.381695,0.51799,0.422705,0.100779,0.289063,0.28741,0.432114,0.427089,0.195632,0.320135,0.520052,0.466132,0.206959,0.275101,0.384118,0.632147,0.296591,0.593769,0.306163,0.189625,0.802389,0.638594,0.117517,0.442897
C5,0.18554,0.389235,0.324913,0.18291,0.2451,0.208366,0.201029,0.442271,0.265405,0.18554,0.312363,0.422352,0.375093,0.202022,0.346913,0.208305,0.229913,0.146832,0.20376,0.283373,0.431007,0.007079,0.039652,0.000006,0.000014,0.000087,0.434273,0.001731,0.434273,0.001731,0.163955,0.221536,0.212531,0.358871,0.379872,0.488399,0.4255,0.141217,0.142108,0.280708,0.25602,0.399182,0.162706,0.355068,0.617983,0.477931,0.150647,0.331046,0.168345,0.586351,0.273214,0.748405,0.29149,0.110311,0.893439,0.6698,0.10559,0.407176
C5,0.232798,0.260751,0.38427,0.284192,0.265652,0.250123,0.366737,0.457937,0.354075,0.232798,0.202147,0.512185,0.213045,0.310546,0.332582,0.283888,0.389137,0.145564,0.227648,0.355055,0.399452,0.488388,0.026106,0.000189,0.000068,0.000258,0.429476,0.107884,0.429476,0.107884,0.216099,0.333841,0.283074,0.325958,0.332814,0.479103,0.390068,0.184832,0.292187,0.264445,0.356504,0.377383,0.141577,0.32531,0.485381,0.497536,0.293227,0.271699,0.403209,0.504136,0.34242,0.630639,0.332057,0.193141,0.693546,0.646055,0.109356,0.369628
C5,0.239644,0.370706,0.269679,0.307394,0.288399,0.240431,0.43308,0.527514,0.336576,0.239644,0.357157,0.355403,0.379457,0.284373,0.304172,0.20657,0.236833,0.152555,0.216252,0.290101,0.437891,0.031185,0.041655,0.000056,0.000165,0.000069,0.434186,0.015337,0.434186,0.015337,0.226984,0.31608,0.286851,0.379556,0.376858,0.53275,0.4477,0.274656,0.23341,0.323609,0.46279,0.473993,0.151553,0.36783,0.546302,0.486602,0.247173,0.32658,0.280969,0.537848,0.225213,0.665705,0.272061,0.182028,0.762968,0.677307,0.166641,0.431605
C5,0.23397,0.230575,0.282841,0.260425,0.250676,0.17577,0.273031,0.253817,0.339648,0.23397,0.234887,0.367271,0.205993,0.336985,0.24158,0.298243,0.386718,0.15091,0.228377,0.322691,0.442271,0.502582,0.03794,0.000158,0.000463,0.000035,0.405352,0.048278,0.405352,0.048278,0.216882,0.310445,0.311389,0.370625,0.385663,0.464262,0.39207,0.229182,0.206833,0.27798,0.232681,0.377761,0.179049,0.374502,0.776879,0.428465,0.29861,0.317595,0.239405,0.367526,0.461129,0.554855,0.414206,0.141995,0.770611,0.541927,0.135289,0.425486
C5,0.185381,0.241191,0.063333,0.246576,0.190964,0.152908,0.451548,0.334758,0.196077,0.185381,0.227831,0.137773,0.312921,0.166246,0.111125,0.086931,0.168549,0.135507,0.22088,0.169805,0.613193,0.379629,0.030515,0.000169,0.000002,0.000087,0.414412,0.074495,0.414412,0.074495,0.116301,0.350095,0.203481,0.152478,0.172341,0.284753,0.22517,0.264239,0.193698,0.151296,0.278993,0.234697,0.262259,0.278819,0.511652,0.441624,0.112782,0.189555,0.265079,0.285913,0.21101,0.275406,0.578232,0.145183,0.834224,0.356068,0.251871,0.530139
C5,0.19346,0.184824,0.188066,0.141691,0.219823,0.197198,0.275582,0.362715,0.233317,0.19346,0.132312,0.273583,0.151964,0.23381,0.167194,0.232568,0.143118,0.145307,0.212399,0.228635,0.556322,0.247556,0.032452,0.000106,0.000056,0.000045,0.38969,0.041014,0.38969,0.041014,0.149893,0.28981,0.243093,0.193336,0.212671,0.38504,0.299147,0.229478,0.185827,0.1849,0.320985,0.277145,0.190591,0.29535,0.525239,0.411691,0.148148,0.20467,0.306094,0.297026,0.283543,0.302496,0.565423,0.147826,0.792009,0.393463,0.206783,0.444588
C5,0.202298,0.330295,0.394135,0.227843,0.218928,0.226198,0.331677,0.378705,0.318181,0.202298,0.301499,0.416634,0.301236,0.247699,0.367652,0.223555,0.207852,0.131155,0.205107,0.324125,0.467449,0.039767,0.038617,0.000057,0.000006,0.000047,0.446975,0.017842,0.446975,0.017842,0.160244,0.281777,0.212984,0.250296,0.281402,0.407176,0.350148,0.274334,0.183169,0.231507,0.224207,0.352158,0.16167,0.289731,0.501958,0.475585,0.240387,0.259442,0.225896,0.43624,0.207029,0.66244,0.29592,0.185067,0.783918,0.641586,0.065756,0.457469
C5,0.196838,0.315162,0.171108,0.233802,0.291017,0.226279,0.362271,0.487205,0.245234,0.196838,0.335639,0.206253,0.398448,0.169553,0.247575,0.179247,0.260833,0.150105,0.254323,0.235474,0.69334,0.294664,0.03724,0.000415,0.000241,0.000241,0.486807,0.14503,0.486807,0.14503,0.12396,0.255862,0.209358,0.249415,0.235923,0.327936,0.24663,0.279868,0.170954,0.167706,0.329831,0.232599,0.199767,0.254322,0.420036,0.349074,0.151476,0.183918,0.187658,0.401847,0.245931,0.357995,0.516645,0.118446,0.874303,0.41773,0.171965,0.50641
C5,0.218784,0.346432,0.130057,0.220352,0.251457,0.178797,0.484235,0.261291,0.197607,0.218784,0.280841,0.202162,0.39619,0.174627,0.217095,0.14925,0.353822,0.144793,0.230525,0.207638,0.755684,0.502582,0.032592,0.000213,0.000192,0.00014,0.499405,0.09369,0.499405,0.09369,0.108886,0.223018,0.180173,0.159629,0.149944,0.233934,0.184954,0.178037,0.166866,0.130067,0.171811,0.182951,0.225706,0.261079,0.440932,0.399456,0.129971,0.183888,0.235178,0.249627,0.287358,0.358801,0.510499,0.140517,0.835866,0.412509,0.281767,0.537189
C5,0.243692,0.355723,0.187834,0.318103,0.354138,0.214073,0.407751,0.309519,0.244683,0.243692,0.399085,0.203677,0.476444,0.174536,0.253313,0.164978,0.439685,0.163212,0.261503,0.241628,0.604612,0.49785,0.041368,0.000561,0.000516,0.000259,0.447002,0.157052,0.447002,0.157052,0.160107,0.23214,0.225065,0.308409,0.30304,0.374706,0.314013,0.295514,0.142687,0.228937,0.37152,0.318257,0.136416,0.344716,0.50974,0.458196,0.182095,0.278722,0.161496,0.429904,0.340082,0.529363,0.351216,0.169597,0.855502,0.521621,0.118734,0.605264
C5,0.158247,0.449844,0.140186,0.133873,0.198038,0.095092,0.395861,0.326618,0.102938,0.158247,0.331137,0.250645,0.467239,0.09463,0.264707,0.097921,0.339536,0.126975,0.199207,0.250363,0.743599,0.483156,0.025211,0.000218,0.000548,0.000032,0.658742,0.170972,0.658742,0.170972,0.045762,0.209014,0.111771,0.150759,0.079162,0.129906,0.062168,0.427628,0.109155,0.041943,0.21092,0.059993,0.219909,0.085373,0.105419,0.156005,0.076448,0.038823,0.107105,0.185118,0.208056,0.17648,0.668548,0.181393,0.913714,0.176885,0.251382,0.890743
C5,0.248171,0.383051,0.300046,0.380397,0.376462,0.339187,0.536546,0.224079,0.27994,0.248171,0.520556,0.39555,0.414783,0.27489,0.29746,0.270315,0.413605,0.139893,0.212454,0.322114,0.436065,0.492827,0.037818,0.000086,0.000082,0.000035,0.396618,0.026217,0.396618,0.026217,0.254442,0.383305,0.317824,0.419876,0.422027,0.503262,0.387017,0.242599,0.412511,0.275825,0.416783,0.444697,0.246526,0.310632,0.506496,0.536864,0.386442,0.251609,0.41069,0.604911,0.389797,0.600922,0.209058,0.411637,0.591774,0.668804,0.270948,0.560888
C5,0.199214,0.335931,0.368752,0.187564,0.259508,0.209862,0.270371,0.603013,0.24852,0.199214,0.356205,0.400565,0.375497,0.200971,0.41892,0.230902,0.183937,0.141367,0.220946,0.279959,0.512418,0.014744,0.045348,0.000034,0.000125,0.000081,0.399673,0.007705,0.399673,0.007705,0.1727,0.362715,0.250145,0.408909,0.384205,0.428864,0.319326,0.333748,0.300334,0.211413,0.446988,0.317587,0.297314,0.302367,0.51592,0.419377,0.220916,0.224478,0.396851,0.702354,0.255254,0.536971,0.399718,0.214543,0.688583,0.545043,0.367155,0.452224
C5,0.141292,0.44245,0.187025,0.145081,0.293663,0.247905,0.197012,0.317925,0.173815,0.141292,0.365698,0.237245,0.457652,0.110003,0.309713,0.120244,0.418799,0.135182,0.20984,0.246135,0.864837,0.507033,0.020075,0.000151,0.000582,0.00009,0.561361,0.147679,0.561361,0.147679,0.076429,0.22061,0.130914,0.193992,0.195202,0.244475,0.207289,0.068638,0.112695,0.134958,0.257176,0.208713,0.152876,0.242338,0.457504,0.326469,0.050533,0.187183,0.10373,0.418915,0.219488,0.414703,0.605304,0.000001,0.957184,0.399124,0.100246,0.286384
C5,0.190285,0.25708,0.175189,0.170926,0.256768,0.210954,0.302739,0.408056,0.172385,0.190285,0.353088,0.188957,0.286971,0.121828,0.267514,0.153755,0.292862,0.191224,0.247748,0.169805,0.777313,0.384355,0.050953,0.000177,0.00215,0.00019,0.541082,0.039122,0.541082,0.039122,0.124804,0.361026,0.244665,0.15942,0.117214,0.219869,0.122475,0.50024,0.346273,0.102063,0.381503,0.125745,0.234211,0.198834,0.280288,0.17544,0.174896,0.099221,0.532615,0.306811,0.304441,0.12114,0.537708,0.214128,0.79431,0.277739,0.299962,0.843765
C5,0.17417,0.155592,0.382752,0.148808,0.187622,0.285559,0.177972,0.332101,0.254167,0.17417,0.204656,0.449558,0.147604,0.258191,0.366396,0.254092,0.313312,0.128191,0.216975,0.350602,0.457717,0.469462,0.023184,0.000173,0.000022,0.000035,0.423233,0.116663,0.423233,0.116663,0.162971,0.280999,0.237105,0.335819,0.323132,0.388098,0.318124,0.182984,0.239871,0.210051,0.273324,0.308047,0.200633,0.29008,0.508892,0.539882,0.234375,0.234618,0.339063,0.41242,0.290719,0.530302,0.433307,0.154731,0.763087,0.547318,0.149725,0.362246
C5,0.180252,0.220106,0.297769,0.132354,0.11024,0.14459,0.228062,0.375417,0.223743,0.180252,0.132854,0.417697,0.172151,0.232505,0.325768,0.177383,0.209907,0.143251,0.222551,0.268073,0.614713,0.327682,0.031101,0.000201,0.000011,0.000022,0.457402,0.090361,0.457402,0.090361,0.109934,0.243652,0.18884,0.140545,0.157034,0.284374,0.233514,0.188006,0.142454,0.154915,0.225696,0.230935,0.136985,0.278169,0.494864,0.389397,0.125418,0.202705,0.183048,0.238176,0.226664,0.4101,0.55414,0.099068,0.859844,0.395178,0.060774,0.472539
C5,0.298467,0.428711,0.19899,0.228603,0.334856,0.227344,0.658002,0.265654,0.195251,0.298467,0.412183,0.242756,0.470329,0.254193,0.268494,0.180928,0.37361,0.144039,0.223568,0.253947,0.741983,0.49785,0.034414,0.000192,0.000283,0.000043,0.503782,0.077804,0.503782,0.077804,0.124335,0.239251,0.183606,0.238786,0.246767,0.29896,0.261027,0.182229,0.154977,0.189988,0.15366,0.280895,0.161781,0.290485,0.473884,0.461178,0.157259,0.245501,0.206346,0.503538,0.271868,0.539091,0.483342,0.09908,0.843314,0.48145,0.184633,0.410102
C5,0.265021,0.470232,0.246873,0.324773,0.354672,0.260443,0.550637,0.259849,0.292857,0.265021,0.442544,0.309757,0.518156,0.225082,0.26602,0.245068,0.433613,0.130538,0.199842,0.310849,0.604655,0.492827,0.028373,0.000122,0.000019,0.000015,0.492256,0.066311,0.492256,0.066311,0.151056,0.235055,0.197587,0.297525,0.286038,0.329753,0.270806,0.1782,0.223902,0.176719,0.234034,0.271001,0.11194,0.239987,0.419538,0.442607,0.289883,0.20063,0.298433,0.409322,0.310409,0.585865,0.308143,0.230765,0.722482,0.659326,0.151562,0.393873
C5,0.2363,0.405848,0.266543,0.116915,0.196243,0.21953,0.570969,0.452719,0.172678,0.2363,0.265145,0.381936,0.362226,0.203403,0.381079,0.217226,0.177476,0.128277,0.173653,0.372408,0.676327,0.079913,0.027816,0.000017,0.000355,0.000089,0.651829,0.011323,0.651829,0.011323,0.053777,0.235398,0.107604,0.000001,0.001765,0.095336,0.068563,0.152381,0.115223,0.055406,0.189304,0.071136,0.166829,0.143239,0.218858,0.183347,0.164225,0.085301,0.184561,0.227688,0.141175,0.264465,0.652505,0.139737,0.778485,0.304599,0.159825,0.482409
C5,0.273069,0.3995,0.202593,0.272235,0.377571,0.331311,0.585733,0.275904,0.229662,0.273069,0.391017,0.308025,0.388928,0.251068,0.223691,0.194764,0.397462,0.139311,0.194255,0.306288,0.660045,0.52124,0.034294,0.00006,0.000102,0.000013,0.512984,0.02453,0.512984,0.02453,0.15758,0.259487,0.201907,0.26578,0.296647,0.367765,0.319302,0.267592,0.219821,0.217509,0.364695,0.332869,0.166344,0.291925,0.524881,0.590314,0.274373,0.274513,0.292112,0.528436,0.289054,0.662109,0.281111,0.212658,0.726748,0.637066,0.21663,0.495616
